Iteration,Loss
1,1.6680033206939697
2,0.07230889797210693
3,1.5500407218933105
4,1.458711862564087
5,1.5918840169906616
6,0.023273615166544914
7,0.03501224145293236
8,0.020304640755057335
9,1.4372628927230835
10,1.1679383516311646
11,1.2566745281219482
12,1.0287237167358398
13,0.0005573242669925094
14,1.0973594188690186
15,0.0006157981115393341
16,0.00021236235625110567
17,0.0005609460640698671
18,0.9088447690010071
19,0.0024477653205394745
20,0.0017874190816655755
21,0.0016572235617786646
22,0.0015365083236247301
23,0.0014245833735913038
24,0.9782968163490295
25,0.8128074407577515
26,0.010205228812992573
27,0.009119747206568718
28,0.008626366034150124
29,0.7811663150787354
30,0.013182628899812698
31,0.012469302862882614
32,0.747232973575592
33,0.019727768376469612
34,0.7968651056289673
35,0.6662253737449646
36,0.6279888153076172
37,0.5918724536895752
38,0.6189427375793457
39,0.574668824672699
40,0.08985944092273712
41,0.5023463368415833
42,0.09697970002889633
43,0.08989698439836502
44,0.08333379775285721
45,0.5140107274055481
46,0.07385627925395966
47,0.0856264978647232
48,0.06516356766223907
49,0.07499709725379944
50,0.06951820850372314
51,0.06444068998098373
52,0.6167245507240295
53,0.5201370716094971
54,0.07184889167547226
55,0.5515673160552979
56,0.0803757756948471
57,0.47951051592826843
58,0.10772012174129486
59,0.09984604269266129
60,0.5274792909622192
61,0.4494911730289459
62,0.12398220598697662
63,0.4786798655986786
64,0.4444899260997772
65,0.12041061371564865
66,0.3965616524219513
67,0.40150848031044006
68,0.1769888550043106
69,0.1640533208847046
70,0.1218089684844017
71,0.39430713653564453
72,0.39914435148239136
73,0.370665580034256
74,0.3260195255279541
75,0.3237733542919159
76,0.28770682215690613
77,0.2708124816417694
78,0.209981307387352
79,0.2805063724517822
80,0.21330766379833221
81,0.2752145826816559
82,0.216419979929924
83,0.26114535331726074
84,0.24573668837547302
85,0.23866957426071167
86,0.24574898183345795
87,0.236258864402771
88,0.21569465100765228
89,0.2601635754108429
90,0.22056958079338074
91,0.2048157900571823
92,0.190130352973938
93,0.28802624344825745
94,0.19187341630458832
95,0.18039806187152863
96,0.16957366466522217
97,0.4073218107223511
98,0.28944534063339233
99,0.18972148001194
100,0.37418103218078613
101,0.20040985941886902
102,0.3659137487411499
103,0.2055356800556183
104,0.18850840628147125
105,0.17914481461048126
106,0.1662169098854065
107,0.4118209183216095
108,0.17341011762619019
109,0.1643076390028
110,0.15286442637443542
111,0.43419528007507324
112,0.16063523292541504
113,0.4189564883708954
114,0.16803649067878723
115,0.40493834018707275
116,0.17507007718086243
117,0.16849756240844727
118,0.15641699731349945
119,0.33328336477279663
120,0.1591760665178299
121,0.32887303829193115
122,0.16048772633075714
123,0.32355889678001404
124,0.1658431887626648
125,0.3197820484638214
126,0.16638880968093872
127,0.31503331661224365
128,0.297631174325943
129,0.36693331599235535
130,0.19977082312107086
131,0.1877758651971817
132,0.17646455764770508
133,0.1702418476343155
134,0.31498172879219055
135,0.3885956406593323
136,0.1915539801120758
137,0.17782741785049438
138,0.16312098503112793
139,0.15324993431568146
140,0.4322766661643982
141,0.16425321996212006
142,0.15247559547424316
143,0.14152130484580994
144,0.34843307733535767
145,0.32912397384643555
146,0.15832829475402832
147,0.32372716069221497
148,0.30582359433174133
149,0.2889392077922821
150,0.35893601179122925
151,0.205078125
152,0.1927293837070465
153,0.1810859888792038
154,0.2930695116519928
155,0.19059205055236816
156,0.2913050651550293
157,0.19125549495220184
158,0.17753452062606812
159,0.1620323807001114
160,0.1546599417924881
161,0.4374604821205139
162,0.15978895127773285
163,0.31999078392982483
164,0.16646477580070496
165,0.15265719592571259
166,0.14498019218444824
167,0.34275510907173157
168,0.1469794511795044
169,0.336387038230896
170,0.1527971774339676
171,0.14182709157466888
172,0.3451564311981201
173,0.1452007293701172
174,0.45390668511390686
175,0.15301889181137085
176,0.14395368099212646
177,0.13362570106983185
178,0.1264030784368515
179,0.11865154653787613
180,0.10892363637685776
181,0.5239960551261902
182,0.48473918437957764
183,0.13685660064220428
184,0.12704242765903473
185,0.11793223768472672
186,0.10947529226541519
187,0.10660582780838013
188,0.10004865378141403
189,0.4146728813648224
190,0.10561545938253403
191,0.40338799357414246
192,0.3809397518634796
193,0.3597889244556427
194,0.13550759851932526
195,0.12720385193824768
196,0.11938539892435074
197,0.5055760741233826
198,0.1285908967256546
199,0.36211636662483215
200,0.45836883783340454
201,0.4240443706512451
202,0.17116479575634003
203,0.15889158844947815
204,0.1470668464899063
205,0.13807378709316254
206,0.12972192466259003
207,0.12151674181222916
208,0.4987240731716156
209,0.34719306230545044
210,0.1444736123085022
211,0.13410547375679016
212,0.47347649931907654
213,0.4380808174610138
214,0.3065218925476074
215,0.17277191579341888
216,0.40104496479034424
217,0.17970764636993408
218,0.29418838024139404
219,0.2779774069786072
220,0.20161791145801544
221,0.36769479513168335
222,0.20015206933021545
223,0.19418801367282867
224,0.2850281596183777
225,0.19456343352794647
226,0.17728988826274872
227,0.16651229560375214
228,0.4113914966583252
229,0.28760087490081787
230,0.3603435754776001
231,0.33352166414260864
232,0.23215089738368988
233,0.32856130599975586
234,0.23204542696475983
235,0.21934247016906738
236,0.20734913647174835
237,0.2579697370529175
238,0.29913264513015747
239,0.2777656316757202
240,0.2785806655883789
241,0.19686372578144073
242,0.2923595905303955
243,0.26402202248573303
244,0.18675120174884796
245,0.17658543586730957
246,0.16698195040225983
247,0.2074994295835495
248,0.3344570994377136
249,0.20918262004852295
250,0.19376404583454132
251,0.1382647454738617
252,0.13076725602149963
253,0.373230904340744
254,0.13603226840496063
255,0.3635523319244385
256,0.14109112322330475
257,0.1745259165763855
258,0.3994848430156708
259,0.13821600377559662
260,0.13071823120117188
261,0.12363158911466599
262,0.38412976264953613
263,0.12912918627262115
264,0.1605743169784546
265,0.42063865065574646
266,0.16744962334632874
267,0.11858475208282471
268,0.4230274260044098
269,0.16550076007843018
270,0.41157540678977966
271,0.3822439908981323
272,0.1911800503730774
273,0.13499867916107178
274,0.12768985331058502
275,0.15881985425949097
276,0.4203204810619354
277,0.1657222956418991
278,0.40904948115348816
279,0.13114522397518158
280,0.12405498325824738
281,0.38628843426704407
282,0.363552987575531
283,0.18747080862522125
284,0.17368747293949127
285,0.12296759337186813
286,0.4116077423095703
287,0.38232308626174927
288,0.340050607919693
289,0.33374619483947754
290,0.22654268145561218
291,0.3171325922012329
292,0.227118119597435
293,0.16009610891342163
294,0.343325138092041
295,0.21864573657512665
296,0.20258928835391998
297,0.3575475215911865
298,0.15767452120780945
299,0.195964053273201
300,0.1387915164232254
301,0.3624955117702484
302,0.1886192113161087
303,0.1338273584842682
304,0.165494903922081
305,0.11783888190984726
306,0.14520782232284546
307,0.4395652711391449
308,0.38822683691978455
309,0.12949593365192413
310,0.37769749760627747
311,0.37378889322280884
312,0.19553858041763306
313,0.1386057734489441
314,0.3802584409713745
315,0.19054870307445526
316,0.17658881843090057
317,0.3728679418563843
318,0.18014779686927795
319,0.12860020995140076
320,0.1580469161272049
321,0.4185810089111328
322,0.16493602097034454
323,0.11822345107793808
324,0.42090851068496704
325,0.3910370469093323
326,0.13939951360225677
327,0.1722051501274109
328,0.1227697804570198
329,0.1511380523443222
330,0.40762636065483093
331,0.15604810416698456
332,0.39982977509498596
333,0.12406245619058609
334,0.11736682802438736
335,0.14401908218860626
336,0.1033971905708313
337,0.09782636165618896
338,0.43955039978027344
339,0.438461035490036
340,0.1176307201385498
341,0.4208102822303772
342,0.3744942247867584
343,0.13729903101921082
344,0.3812749683856964
345,0.18931689858436584
346,0.1338648647069931
347,0.16615964472293854
348,0.15400893986225128
349,0.10974054783582687
350,0.10382885485887527
351,0.09823835641145706
352,0.09295129776000977
353,0.11476361751556396
354,0.46474185585975647
355,0.46347251534461975
356,0.4305866062641144
357,0.40005648136138916
358,0.3600649833679199
359,0.3492075502872467
360,0.3244567811489105
361,0.1743360310792923
362,0.2190641313791275
363,0.33492302894592285
364,0.3112112581729889
365,0.28918570280075073
366,0.26117727160453796
367,0.2881878614425659
368,0.2707623541355133
369,0.20987915992736816
370,0.2679188847541809
371,0.2520352602005005
372,0.22490699589252472
373,0.2840569019317627
374,0.19780434668064117
375,0.2493840605020523
376,0.231145977973938
377,0.1619076430797577
378,0.20295949280261993
379,0.3535267114639282
380,0.15654465556144714
381,0.33715784549713135
382,0.3215959668159485
383,0.23271919786930084
384,0.21572847664356232
385,0.33736374974250793
386,0.1656632423400879
387,0.3275716006755829
388,0.3044607639312744
389,0.18387484550476074
390,0.2995414435863495
391,0.2813825011253357
392,0.2644783556461334
393,0.2860652208328247
394,0.2647624611854553
395,0.2501462399959564
396,0.302346795797348
397,0.21113210916519165
398,0.26444703340530396
399,0.28490835428237915
400,0.2676330804824829
401,0.21224462985992432
402,0.26302647590637207
403,0.28635284304618835
404,0.2654185891151428
405,0.18607978522777557
406,0.2971280813217163
407,0.2795637547969818
408,0.26298436522483826
409,0.2857866585254669
410,0.26528921723365784
411,0.2486858367919922
412,0.30206573009490967
413,0.27992668747901917
414,0.1973663717508316
415,0.282478928565979
416,0.26570436358451843
417,0.25054121017456055
418,0.2274390161037445
419,0.21507152915000916
420,0.26937806606292725
421,0.28095543384552
422,0.26916155219078064
423,0.249457448720932
424,0.2963976263999939
425,0.27882352471351624
426,0.26619192957878113
427,0.2838172912597656
428,0.2662021517753601
429,0.2800329625606537
430,0.2633838355541229
431,0.24941234290599823
432,0.30135679244995117
433,0.25125566124916077
434,0.23446130752563477
435,0.241407573223114
436,0.23370885848999023
437,0.21877814829349518
438,0.25584840774536133
439,0.2174856811761856
440,0.20578047633171082
441,0.35565707087516785
442,0.21110422909259796
443,0.2637880742549896
444,0.24938757717609406
445,0.22488029301166534
446,0.2101697027683258
447,0.3481958508491516
448,0.21461942791938782
449,0.3419366776943207
450,0.31680312752723694
451,0.23810529708862305
452,0.31119808554649353
453,0.24156782031059265
454,0.22709426283836365
455,0.24759438633918762
456,0.22819022834300995
457,0.3257944881916046
458,0.2303050458431244
459,0.3194729685783386
460,0.23666515946388245
461,0.31548571586608887
462,0.23724952340126038
463,0.3099117577075958
464,0.2441214770078659
465,0.23640574514865875
466,0.24121792614459991
467,0.22409740090370178
468,0.32911473512649536
469,0.3049553334712982
470,0.24546091258525848
471,0.30017417669296265
472,0.21587708592414856
473,0.2632029056549072
474,0.27924391627311707
475,0.2033238559961319
476,0.24728745222091675
477,0.30177077651023865
478,0.19356094300746918
479,0.23524421453475952
480,0.2180200070142746
481,0.32247066497802734
482,0.30333200097084045
483,0.18494349718093872
484,0.17491251230239868
485,0.3114657402038574
486,0.22875094413757324
487,0.32258346676826477
488,0.29056209325790405
489,0.24870462715625763
490,0.18057285249233246
491,0.3153316080570221
492,0.29294031858444214
493,0.27214840054512024
494,0.2499064952135086
495,0.23494133353233337
496,0.22253048419952393
497,0.20702873170375824
498,0.19454187154769897
499,0.18277449905872345
500,0.1716875284910202
501,0.1612439751625061
502,0.41772904992103577
503,0.29862266778945923
504,0.36596688628196716
505,0.20177708566188812
506,0.3582424223423004
507,0.3318215608596802
508,0.2399025559425354
509,0.22681473195552826
510,0.25533682107925415
511,0.22906365990638733
512,0.24623113870620728
513,0.2362033575773239
514,0.2444518357515335
515,0.2988690435886383
516,0.2768765389919281
517,0.20026978850364685
518,0.24267986416816711
519,0.29605135321617126
520,0.24216167628765106
521,0.3078586459159851
522,0.19109241664409637
523,0.3004903793334961
524,0.2501843273639679
525,0.18184880912303925
526,0.17198877036571503
527,0.32747259736061096
528,0.29546669125556946
529,0.2855946719646454
530,0.26030296087265015
531,0.24468989670276642
532,0.2335846871137619
533,0.21552050113677979
534,0.3358924686908722
535,0.22015289962291718
536,0.2546203136444092
537,0.3110055923461914
538,0.24311821162700653
539,0.3076547384262085
540,0.24049334228038788
541,0.23545187711715698
542,0.24476797878742218
543,0.22424821555614471
544,0.213274747133255
545,0.19746482372283936
546,0.27814915776252747
547,0.19999220967292786
548,0.3601168394088745
549,0.25794413685798645
550,0.2194320112466812
551,0.3350282311439514
552,0.3103637993335724
553,0.22372284531593323
554,0.2720377743244171
555,0.27688074111938477
556,0.2572243809700012
557,0.22607433795928955
558,0.25343143939971924
559,0.29495158791542053
560,0.25218382477760315
561,0.2908889353275299
562,0.26953697204589844
563,0.19580203294754028
564,0.2926751971244812
565,0.19970907270908356
566,0.2863742709159851
567,0.261413037776947
568,0.2855348587036133
569,0.2617006003856659
570,0.24254921078681946
571,0.22480928897857666
572,0.2083747833967209
573,0.1931479424238205
574,0.1430811882019043
575,0.361728310585022
576,0.3524201512336731
577,0.1624147593975067
578,0.33177870512008667
579,0.21075841784477234
580,0.19534358382225037
581,0.1447247564792633
582,0.3586868643760681
583,0.3501685857772827
584,0.3160575330257416
585,0.22399845719337463
586,0.20759794116020203
587,0.34376516938209534
588,0.21150226891040802
589,0.32748615741729736
590,0.3178071081638336
591,0.18434353172779083
592,0.1743631511926651
593,0.16493161022663116
594,0.1964872032403946
595,0.18211877346038818
596,0.36135032773017883
597,0.14831119775772095
598,0.3672787845134735
599,0.33035510778427124
600,0.3107037842273712
601,0.3007282316684723
602,0.27371689677238464
603,0.26513227820396423
604,0.28165143728256226
605,0.26167213916778564
606,0.24131634831428528
607,0.22800712287425995
608,0.21183468401432037
609,0.19937002658843994
610,0.18733333051204681
611,0.17280764877796173
612,0.16507203876972198
613,0.15034380555152893
614,0.42965999245643616
615,0.15804514288902283
616,0.15250492095947266
617,0.14322149753570557
618,0.12864229083061218
619,0.12621556222438812
620,0.11178401857614517
621,0.5012344717979431
622,0.1275579184293747
623,0.1133013665676117
624,0.11241567879915237
625,0.5137059688568115
626,0.12163882702589035
627,0.10801007598638535
628,0.10032515972852707
629,0.0931873470544815
630,0.5417876243591309
631,0.3903631567955017
632,0.4745713770389557
633,0.13350144028663635
634,0.12401816248893738
635,0.36961448192596436
636,0.12827877700328827
637,0.46679937839508057
638,0.1436130851507187
639,0.44919079542160034
640,0.14617827534675598
641,0.33937788009643555
642,0.155283585190773
643,0.1397867202758789
644,0.13687309622764587
645,0.12149235606193542
646,0.4795995056629181
647,0.1304236203432083
648,0.46199852228164673
649,0.3351850211620331
650,0.15848661959171295
651,0.14282332360744476
652,0.13268892467021942
653,0.35654979944229126
654,0.43276384472846985
655,0.40099605917930603
656,0.2920163571834564
657,0.3514236807823181
658,0.20654496550559998
659,0.27142393589019775
660,0.326070100069046
661,0.2390357404947281
662,0.24042196571826935
663,0.23950766026973724
664,0.2264944165945053
665,0.27131596207618713
666,0.2514706254005432
667,0.2924516499042511
668,0.27175283432006836
669,0.2717317044734955
670,0.2003345638513565
671,0.28631553053855896
672,0.2659611105918884
673,0.27496710419654846
674,0.2688151001930237
675,0.24980323016643524
676,0.23156575858592987
677,0.248703733086586
678,0.2338240146636963
679,0.24591615796089172
680,0.23255877196788788
681,0.27976059913635254
682,0.2646653652191162
683,0.24595095217227936
684,0.23379266262054443
685,0.2457752227783203
686,0.2994184195995331
687,0.27754077315330505
688,0.20351862907409668
689,0.1925099790096283
690,0.29293960332870483
691,0.19542236626148224
692,0.2887795567512512
693,0.19818204641342163
694,0.18746301531791687
695,0.29809698462486267
696,0.28029105067253113
697,0.26550599932670593
698,0.2469792366027832
699,0.23182494938373566
700,0.2808885872364044
701,0.20416973531246185
702,0.24625836312770844
703,0.2988567650318146
704,0.277705579996109
705,0.25819018483161926
706,0.2221750169992447
707,0.25608187913894653
708,0.2867851257324219
709,0.2597270607948303
710,0.24216428399085999
711,0.23601561784744263
712,0.28647151589393616
713,0.2654786705970764
714,0.24603308737277985
715,0.29367581009864807
716,0.2802554666996002
717,0.2647888958454132
718,0.2798100709915161
719,0.2647749185562134
720,0.2764265835285187
721,0.20748810470104218
722,0.27646273374557495
723,0.21074682474136353
724,0.27131056785583496
725,0.25211307406425476
726,0.22822293639183044
727,0.2158549576997757
728,0.26297861337661743
729,0.28097131848335266
730,0.2035345435142517
731,0.2780757248401642
732,0.26394540071487427
733,0.24464401602745056
734,0.296479731798172
735,0.19189299643039703
736,0.2920283377170563
737,0.27676600217819214
738,0.2571841776371002
739,0.24122494459152222
740,0.22670863568782806
741,0.32238835096359253
742,0.22916503250598907
743,0.2163219302892685
744,0.1994933784008026
745,0.18536712229251862
746,0.373550683259964
747,0.34615984559059143
748,0.2505425214767456
749,0.22741129994392395
750,0.3210996985435486
751,0.2975671589374542
752,0.27576982975006104
753,0.2555772066116333
754,0.28778401017189026
755,0.2561945915222168
756,0.2837425470352173
757,0.2548624277114868
758,0.1886705756187439
759,0.17847171425819397
760,0.16883327066898346
761,0.32386288046836853
762,0.17287568747997284
763,0.1635422706604004
764,0.33071568608283997
765,0.3109380602836609
766,0.22809234261512756
767,0.3095943033695221
768,0.298362672328949
769,0.27720907330513
770,0.25756385922431946
771,0.23931774497032166
772,0.2399018555879593
773,0.23769712448120117
774,0.2218560129404068
775,0.2061435431241989
776,0.1915472447872162
777,0.18416623771190643
778,0.3819043040275574
779,0.3538779318332672
780,0.20452219247817993
781,0.19511941075325012
782,0.3644634485244751
783,0.19693471491336823
784,0.3567222058773041
785,0.3305709660053253
786,0.30634886026382446
787,0.24053117632865906
788,0.2260836809873581
789,0.2124464511871338
790,0.1995999813079834
791,0.18371988832950592
792,0.1706984043121338
